Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Prerequisites
https://www.edx.org/course/electric-cars-business,Electric Cars: Business,Missing,4 Weeks,4-5 hours per week,$50 USD,DelftX,Business & Management,Intermediate,Missing
https://www.edx.org/course/globalization-past-and-future,Globalization: Past and Future,Is globalization a new phenomenon or a cyclical pattern throughout human history?,4 Weeks,2-4 hours per week,$25 USD,SDGAcademyX,History,Introductory,None
https://www.edx.org/course/competencias-profesionales-genericas-para-la-inclu,"Competencias para buscar, mantener y promocionar en un empleo","Mejora tu capacitación laboral a través del aprendizaje de competencias comunicativas, sociales y emocionales con este curso accesible e inclusivo.",4 Weeks,3-5 hours per week,$49 USD,UAMx,Social Sciences,Introductory,Missing
https://www.edx.org/course/global-media-war-and-technology,"Global Media, War, and Technology","Explore the intersection of information technology, violent conflict, and resistance.",7 Weeks,2-4 hours per week,$99 USD,UQx,Humanities,Introductory,None
https://www.edx.org/course/genetic-models-for-animal-breeding-2,Genetic Models for Animal Breeding,Understand the genetic and statistic principles that enable responsible animal breeding and set-up and improve your own breedingprogram.,6 Weeks,4-6 hours per week,$99 USD,WageningenX,Biology & Life Sciences,Intermediate,High school level mathematics and genetics University level Basic Statistics
https://www.edx.org/course/quality-of-life-livability-in-future-cities,Quality of Life: Livability in Future Cities,"Learn how urban planning, energy, climate, ecology and mobility impact the livability and quality of life of a “future city.”",11 Weeks,2-3 hours per week,$169 USD,ETHx,Architecture,Introductory,None
https://www.edx.org/course/designing-and-leading-learning-systems,Designing and Leading Learning Systems,"Learn leading strategies for educational innovation to improve practice, raise student performance, and reduce achievement gaps.",8 Weeks,2-4 hours per week,"₹14,907",MichiganX,Education & Teacher Training,Advanced,"Working knowledge of schools and education systems as well as the political, policy, and public pressures to improve educational opportunities and outcomes for all students."
https://www.edx.org/course/fundamentos-de-mecanica-para-ingenieria,Fundamentos de Mecánica para Ingeniería,"Estudiaremos la cinemática y la dinámica del punto, los conceptos de trabajo y potencia y la energía mecánica.",6 Weeks,3-4 hours per week,$49 USD,UPValenciaX,Physics,Introductory,Para seguir este curso se requieren un nivel de matemáticas similar al que se imparte en Bachillerato
https://www.edx.org/course/enabling-technologies-for-data-science-and-analyti,Enabling Technologies for Data Science and Analytics: The Internet of Things,Discover the relationship between Big Data and the Internet of Things (IoT).,5 Weeks,7-10 hours per week,$99 USD,ColumbiaX,Computer Science,Introductory,Missing
https://www.edx.org/course/first-nights-berliozs-symphonie-fantastique-and-pr,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,"Learn about Hector Berlioz's Symphonie Fantastique, an iconic Romantic symphony that ushered in an era of narrative ""program music.""",3 Weeks,3-5 hours per week,$49 USD,HarvardX,Humanities,Introductory,Missing
https://www.edx.org/course/biobased-products-for-a-sustainable-bioeconomy,Biobased Products for a Sustainable (Bio)economy,Discover how fossil fuels are being replaced by renewable resources to create sustainable and biobased products.,10 Weeks,5-6 hours per week,$50 USD,"DelftXRWTHx
DelftX
RWTHx",Biology & Life Sciences,Introductory,Basic knowledge of a natural science like biology
https://www.edx.org/course/data-for-effective-policy-making,Data for Effective Policy Making,"Take control of data and gain a better understanding of the tools used in public policy planning, management, and evaluation.",10 Weeks,3-4 hours per week,$25 USD,IDBx,Math,Introductory,None
https://www.edx.org/course/mathtrackx-integral-calculus,MathTrackX: Integral Calculus,Discover concepts and techniques relating to integration and how they can be applied to solve real world problems.,4 Weeks,3-6 hours per week,$79 USD,AdelaideX,Math,Introductory,Missing
https://www.edx.org/course/global-business-strategy,Global Business Strategy,"Learn how to capitalize on opportunities, and manage the challenges of the global marketplace, and leverage this dynamic environment for long-term value.",7 Weeks,8-10 hours per week,"₹16,106","UMD
USMx",Business & Management,Advanced,Missing
https://www.edx.org/course/edx101-overview-of-creating-an-edx-course,edX101: Overview of Creating an edX Course,A quick course designed to help you explore all of the different steps that go into planning and building an edX course. Perfect for instructors or institutional leadership interested in building a MOOC on edX.,1 Weeks,1-2 hours per week,"₹7,416",edX,Education & Teacher Training,Introductory,DemoX
https://www.edx.org/course/cybersecurity-the-cisos-view,Cybersecurity: The CISO's View,Learn about cybersecurity operations and the role played by the Chief Information Security Officer (CISO) in the industry.,6 Weeks,2-5 hours per week,"₹14,907",UWashingtonX,Computer Science,Introductory,Curiosity and interest in cybersecurity
https://www.edx.org/course/creating-a-digital-cultural-heritage-community,Creating a Digital Cultural Heritage Community,Learn how to create a community for digital cultural heritage through innovative practices for user engagement.,8 Weeks,2-5 hours per week,"₹3,671",KULeuvenX,Art & Culture,Intermediate,None
https://www.edx.org/course/sustainable-urban-freight-transport-a-global-persp,Sustainable Urban Freight Transport: A Global Perspective,"Learn key strategies for optimizing urban freight transport based on recent developments in market understanding, vehicle technology and cooperative ventures.",5 Weeks,4-6 hours per week,$50 USD,DelftX,Engineering,Introductory,None
https://www.edx.org/course/radio-para-internet-con-podcast-creacion-y-concept,Radio para internet con Podcast: creación y conceptos básicos,Missing,6 Weeks,3-4 hours per week,$50 USD,UPValenciaX,Communication,Introductory,Missing
https://www.edx.org/course/microbiologia-e-immunologia,Microbiologia e immunologia,Avvicinati ai concetti base della struttura della cellula microbica e apprendi i fondamenti dell'Immunologia di base e il suo ruolo nella difesa contro le infezioni.,7 Weeks,6-8 hours per week,$60 USD,FedericaX,Medicine,Introductory,Missing
https://www.edx.org/course/introduccion-a-la-estructura-de-la-materia,Introducción a la Estructura de la Materia,"Estudiaremos la estructura de la materia, los elementos que la forman y sus propiedades e introduciremos el concepto de la reacción química.",4 Weeks,3-4 hours per week,$25 USD,UPValenciaX,Chemistry,Introductory,Para seguir este curso necesitas tener inquietud por conocer el mundo de la Química.
https://www.edx.org/course/marketing-fundamentals-who-is-your-customer,Marketing Fundamentals: Who Is Your Customer?,Learn key marketing concepts to implement customer acquisition strategies to find the right customers and grow your business.,4 Weeks,4-6 hours per week,"₹14,907",BabsonX,Business & Management,Introductory,None
https://www.edx.org/course/quantum-mechanics-and-quantum-computation,Quantum Mechanics and Quantum Computation,A simple conceptual introduction to quantum mechanics and quantum computation.,10 Weeks,5-12 hours per week,"₹3,671",BerkeleyX,Computer Science,Intermediate,"A strong background in basic linear algebra, including vectors, matrices, complex numbers, inner products, eigenvalues and eigenvectors (a simple diagnostic quiz will help you assess your background). Mathematical maturity and familiarity with ideas of computer science such as big-Oh notation, algorithms and how to bound the running time of an elementary algorithm."
https://www.edx.org/course/electronic-optical-and-magnetic-properties-of-mate,"Electronic, Optical, and Magnetic Properties of Materials",Missing,15 Weeks,11-13 hours per week,$150 USD,MITx,Engineering,Advanced,Missing
https://www.edx.org/course/know-hbv-and-hcv,Know HBV And HCV,"Viral hepatitis is among the greatest public health problem in the world with deaths that has surpassed HIV/AIDS by 2014. Most of the deaths are caused by liver cancer or liver cirrhosis among the estimated 350-400 million people living with undiagnosed or untreated chronic hepatitis B or C infection. Eliminating the public health problem of hepatitis is feasible by ending transmission, reducing chronic viral hepatitis complications with screening, care and treatment and by ending disease stigma and discrimination. Achieving this goal will require healthcare workers who are knowledgeable and proficient in hepatitis prevention and control.",1 Weeks,1-5 hours per week,$50 USD,StanfordOnline,Medicine,Introductory,All health professionals can participate. No prior training or experience is required.
https://www.edx.org/course/the-business-of-mining,The Business of Mining,"Learn the theory behind running a mine and see if you've got what it takes to explore, plan, operate and close a mining operation.",4 Weeks,2-3 hours per week,$139 USD,CurtinX,Business & Management,Introductory,None
https://www.edx.org/course/seguridad-vial-en-america-latina-y-el-caribe-de-la,Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,Conoce los principales retos y herramientas de seguridad vial en America Latina y el Caribe. ¡Un curso de la region para la region con expertos de mas de 10 paises!,10 Weeks,2-3 hours per week,$25 USD,IDBx,Engineering,Introductory,Ninguno
https://www.edx.org/course/sustainable-development-the-post-capitalist-order,Sustainable Development: The Post-Capitalist Order,"Sustainable development represents a shift from our current system of inequitable capitalism to one that prioritizes prosperity for all, while remaining conscious of its environmental impact and sustainability for future generations. Learn why sustainable development has been adopted by countries and multilateral organizations around the world, and how this approach is transforming the way we live, work, and govern our planet.",8 Weeks,2-4 hours per week,$49 USD,SDGAcademyX,Economics & Finance,Introductory,None
https://www.edx.org/course/comprendre-la-respiration,Comprendre la respiration,"Approfondissez votre connaissance de la respiration, des poumons, de l’oxygène et du CO2, en compagnie d’étudiants et d’experts en médecine.",8 Weeks,3-5 hours per week,$50 USD,LouvainX,Biology & Life Sciences,Intermediate,Missing
https://www.edx.org/course/understanding-nuclear-energy,Understanding Nuclear Energy,Missing,6 Weeks,4-6 hours per week,$50 USD,DelftX,Engineering,Intermediate,Missing
https://www.edx.org/course/developing-breakthrough-innovations-with-the-three,Developing Breakthrough Innovations with the Three Box Solution,Missing,4 Weeks,3-5 hours per week,"₹7,416",DartmouthX,Business & Management,Introductory,Missing
https://www.edx.org/course/analisis-multivariable-en-spss,Análisis Multivariable en SPSS,"En este curso en línea te enseñaremos como realizar Análisis Multivariado para la toma de decisiones en los negocios, personales y en las instituciones, utilizando bases de datos multivariantes.",5 Weeks,4-5 hours per week,$49 USD,GalileoX,Data Analysis & Statistics,Introductory,Missing
https://www.edx.org/course/applied-deep-learning-capstone-project,Applied Deep Learning Capstone Project,"In this capstone project, you'll use either Keras or PyTorch to develop, train, and test a Deep Learning model. Load and preprocess data for a real problem, build the model and then validate it.",5 Weeks,2-4 hours per week,$99 USD,IBM,Data Analysis & Statistics,Advanced,Missing
https://www.edx.org/course/theory-of-change-for-development,Theory of Change for Development,Learn to use a Theory of Change approach to betterunderstand your development program's impact and improve your results.,7 Weeks,3-4 hours per week,"₹14,907",WitsX,Social Sciences,Introductory,None
https://www.edx.org/course/scripting-and-programming-foundations,Scripting and Programming Foundations,"This WGU course is an introduction to programming theory, covering basic elements such as variables, data types, flow control, and design concepts. The course is language-agnostic in nature, ending in a survey of languages and introduces the distinction between interpreted and compiled languages.",8 Weeks,9-10 hours per week,$549 USD,WGUx,Computer Science,Introductory,"None ... However, Information Technology Foundations is recommended."
https://www.edx.org/course/introduction-to-animal-ethics,Introduction to Animal Ethics,"Learn about what ethical issues arise in human-animal relationships, and how to think about such issues systematically. The course utilizes Manga as a study aid.",5 Weeks,2-3 hours per week,"₹3,671",KyotoUx,Philosophy & Ethics,Introductory,None
https://www.edx.org/course/modern-japanese-architecture-part-1-from-meiji-res,Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,Missing,5 Weeks,3-5 hours per week,$59 USD,TokyoTechX,Architecture,Intermediate,Missing
https://www.edx.org/course/la-proteccion-del-menor,La protección del menor,Missing,5 Weeks,3-5 hours per week,$49 USD,UAMx,Law,Introductory,Missing
https://www.edx.org/course/essentials-of-genomics-and-biomedical-informatics,Essentials of Genomics and Biomedical Informatics,"This course presents clinicians and digital health enthusiasts with an overview of the data revolution in medicine and how to exploit it for research and in the clinic. The course will not make you a bioinformatician but will introduce the main concepts, tools, algorithms, and databases in this field.",12 Weeks,2-3 hours per week,$49 USD,IsraelX,Medicine,Advanced,"There are no specific prerequisite courses; however, we assume knowledge of basic concepts and terms used in the health sciences, which are mainly acquired as part of medical or biological studies."
https://www.edx.org/course/innovacion-y-creatividad-organizacional,Innovación y creatividad organizacional,El mundo de los negocios enfrenta desafíos y oportunidades que requieren enfoques innovadores y un nuevo conjunto de habilidades. Este curso en linea te ofrece metodologías para la innovación y la resolución de problemas.,4 Weeks,5-8 hours per week,$99 USD,TecdeMonterreyX,Business & Management,Advanced,Estudios de profesional concluidos.
https://www.edx.org/course/exploring-psychologys-core-concepts,Exploring Psychology's Core Concepts|走进心理学,Howdo you interpretThe Da Vinci Code? Isa sleepwalker aware of themselves? Islanguage before the mind or the contrary? This course will answerthese questions and more with psychology theories.,6 Weeks,3-5 hours per week,"₹10,412",TsinghuaX,Social Sciences,Introductory,None
https://www.edx.org/course/risk-management-for-projects,Risk Management for Projects,Learn how to manage risk in your organization by using the best processes and procedures.,5 Weeks,2-3 hours per week,$199 USD,AdelaideX,Business & Management,Introductory,None.
https://www.edx.org/course/invasions-rebellions-and-the-fall-of-imperial-chin,"Invasions, Rebellions, and the Fall of Imperial China","An overview of modern Chinese history, including the fall of the Qing and the end of imperial China.",15 Weeks,1-3 hours per week,"₹10,412",HarvardX,History,Introductory,Missing
https://www.edx.org/course/the-supreme-court-american-politics,The Supreme Court & American Politics,"Take a journey through the history of the United States Supreme Court, with primary emphasis on the Court’s interaction with America’s political life. From Washington to Trump, the Supreme Court has been both immersed in politics and kept apart from it.",8 Weeks,4-7 hours per week,"₹2,172","UniversityofBaltimore
USMx",Law,Introductory,Missing
https://www.edx.org/course/communication-skills-for-bridging-divides-2,Communication Skills for Bridging Divides,Develop practical communication skills to mend divides and build a more tolerant and inclusive world.,1 Weeks,1-2 hours per week,"₹1,873",CatalystX,Business & Management,Introductory,None
https://www.edx.org/course/smithsonians-objects-that-define-america,Smithsonian’s Objects That Define America,"Explore the history of America through the view of key historic objects, inventions, and exhibits in the Smithsonian collections.",5 Weeks,1-2 hours per week,$50 USD,SmithsonianX,Humanities,Introductory,None
https://www.edx.org/course/how-the-us-government-works-how-to-get-involved,How the U.S. Government Works & How to Get Involved,"This is not your average government class: Our primer offers an overview of the basics, how they apply today, plus the tools you need to make your voice heard.",6 Weeks,4-5 hours per week,$49 USD,GeorgetownX,Social Sciences,Introductory,Missing
https://www.edx.org/course/tecnicas-cuantitativas-y-cualitativas-para-la-inve,Técnicas Cuantitativas y Cualitativas para la Investigación,Missing,6 Weeks,2-3 hours per week,$65 USD,UPValenciaX,Data Analysis & Statistics,Intermediate,Missing
https://www.edx.org/course/understanding-political-concepts,Understanding Political Concepts,"This course offers an exciting journey through political science concepts. Understand key concepts like party, bureaucracy, andconstitution by using new methods developed for scholars and students; including the innovative ""Hyperpolitics"" tool.",6 Weeks,4-6 hours per week,$59 USD,FedericaX,Social Sciences,Introductory,Missing
https://www.edx.org/course/introduction-to-cloud-foundry-and-cloud-native-sof,Introduction to Cloud Foundry and Cloud Native Software Architecture,A hands-on workshop to learn how to deploy and manage applications on Cloud Foundry. Grow from novice to knowledge-hound in your spare time!,14 Weeks,3-4 hours per week,$169 USD,LinuxFoundationX,Computer Science,Introductory,Missing
https://www.edx.org/course/global-china-from-the-mongols-to-the-ming,Global China: From the Mongols to the Ming,Explore the impact of the conquest dynasties and the world of the Ming.,15 Weeks,1-3 hours per week,$139 USD,HarvardX,History,Introductory,Missing
https://www.edx.org/course/gobernanza-de-datos-personales-en-la-era-digital,Gobernanza de datos personales en la era digital,Missing,4 Weeks,6-8 hours per week,$49 USD,JaverianaX,Law,Advanced,Missing
https://www.edx.org/course/customer-centric-marketing-for-entrepreneurs,Customer Centric Marketing for Entrepreneurs,Design a marketing campaign and learn how to create brand excitement and attract engaged customers!,4 Weeks,4-6 hours per week,$149 USD,BabsonX,Business & Management,Intermediate,Missing
https://www.edx.org/course/public-sector-debt-statistics,Public Sector Debt Statistics,"The course examines coverage and accounting rules for public sector debt, valuation, classification, important methodological issues, and the sources and methods used for compiling the statistics.",6 Weeks,6-8 hours per week,$25 USD,IMFx,Economics & Finance,Intermediate,Participants should have a degree in economics or statistics or equivalent experience.
https://www.edx.org/course/comparative-political-systems,Comparative Political Systems,"Explored through the lens of different political systems, this course provides the insights neededto understand Democracy today and the challenges faced by democratic governments.",6 Weeks,4-6 hours per week,$59 USD,FedericaX,Social Sciences,Introductory,Missing
https://www.edx.org/course/programming-for-data-science,Programming for Data Science,"Learn how to apply fundamental programming concepts, computational thinking and data analysis techniques to solve real-world data science problems.",10 Weeks,8-10 hours per week,$199 USD,AdelaideX,Computer Science,Introductory,None
https://www.edx.org/course/diagramas-uml-estructurales-para-la-ingenieria-del,Diagramas UML estructurales para la Ingeniería del Software,En la era de la información el desarrollo de software de calidad es un factor esencial. Desarrollar software de calidad implica conocer los modelos que dan lugar a dicho software.UMLes un estándar que permite abordar ese problemaen todos sus niveles.,5 Weeks,3-4 hours per week,$50 USD,UPValenciaX,Computer Science,Introductory,Ninguno
https://www.edx.org/course/human-reproduction,Human Reproduction,"Let’s talk about all things relating to human reproduction - from puberty to menopause, to fertility and contraception.",6 Weeks,2-3 hours per week,$169 USD,AdelaideX,Biology & Life Sciences,Intermediate,Missing
https://www.edx.org/course/autonomous-mobile-robots,Autonomous Mobile Robots,"Basic concepts and algorithms for locomotion, perception, and intelligent navigation.",15 Weeks,4-8 hours per week,"₹3,746",ETHx,Computer Science,Intermediate,"Good basic mathematics, physics, system modeling and control."
https://www.edx.org/course/tools-for-academic-engagement-in-public-policy,Tools for Academic Engagement in Public Policy,"Many scientists and engineers seek to engage with policymakers and there is a clear need for them to do so. However, very few receive the training necessary to effectively impact public policy. This online module will provide an introduction to the policymaking process and practical tips for engaging with the policy community.",3 Weeks,1-3 hours per week,"₹14,907",MITx,Communication,Introductory,None
https://www.edx.org/course/soy-docente-que-miedo-gestiona-eficazmente-tus-emo,"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",Missing,4 Weeks,3-4 hours per week,$49 USD,UAMx,Education & Teacher Training,Introductory,Missing
https://www.edx.org/course/liderazgo-orientado-al-florecimiento-humano,Liderazgo orientado al florecimiento humano,Describe los elementos del modelo de Liderazgo orientado al florecimiento humano para desarrollar líderes que alcancen mejores resultados.,4 Weeks,5-8 hours per week,$149 USD,TecdeMonterreyX,Business & Management,Introductory,Estudios de profesional concluidos.
https://www.edx.org/course/what-every-provider-should-know-clinical-fundamentals,What Every Provider Should Know: Clinical Fundamentals,"Regardless of where physicians practice they are expected to be calm, cool, and collected when confronted with undifferentiated, critically ill patients. Medical education in most countries however, focuses on approaching patients in a methodical, time intensive manner. Although this approach can be effective for certain patients and settings, it can prove disastrous during those moments when time is of the essence. The specialty of Emergency Medicine (EM) centers on rapidly sorting, assessing, and stabilizing undifferentiated patients regardless of the etiology of their condition. Designed by educational leaders in the field of EM, this course is designed to teach healthcare providers the necessary skills to recognize and manage patients with life-threatening emergencies.",10 Weeks,4-6 hours per week,$50 USD,StanfordOnline,Medicine,Introductory,No prerequisites are required for this course.
https://www.edx.org/course/como-vivir-una-vida-saludable-y-activa,Cómo vivir una vida saludable y activa,Missing,5 Weeks,3-4 hours per week,$49 USD,UAMx,Social Sciences,Introductory,Missing
https://www.edx.org/course/life-with-diabetes,Life with Diabetes,"Learn how to confidently manage your diabetes and live a healthy, happy life.",5 Weeks,3-4 hours per week,"₹10,412",CurtinX,Medicine,Introductory,None
https://www.edx.org/course/agua-en-america-latina-abundancia-en-medio-de-la-e,Agua en América Latina: Abundancia en medio de la escasez mundial,"Un MOOC desarrollado en colaboración con la Universidad de los Andes (Uniandes) de Colombia, donde diferentes visiones y profesiones se unen para construir alternativas que ayudan a comprender la crisis mundial del agua.",10 Weeks,3-4 hours per week,$25 USD,IDBx,Environmental Studies,Introductory,Ninguno
https://www.edx.org/course/leadership-and-management-for-pm-practitioners-in,Leadership and Management for PM Practitioners in IT,Learn how to develop effective project management and leadership skills that are essential for successfully guiding diverse or distributed teams and projects.,6 Weeks,2-5 hours per week,$199 USD,UWashingtonX,Business & Management,Introductory,None.
https://www.edx.org/course/the-threat-of-nuclear-terrorism,The Threat of Nuclear Terrorism,"Former Secretary of Defense William J. Perry and a team of international experts explore what can be done about the threat of nuclear terrorism in this free course, for which you can earn a signed Statement of Accomplishment. This is a self-paced version of the original course which ran in Fall 2017.",5 Weeks,1-5 hours per week,"₹3,746",StanfordOnline,History,Introductory,There are no prerequisites other than curiosity and a passion for learning.
https://www.edx.org/course/cloud-computing-management,Cloud Computing Management,Learn methods for managing cloud computing projects and build an understanding of the various risks and compliance issues involved.,8 Weeks,8-10 hours per week,$299 USD,"USMx
UMGC",Computer Science,Intermediate,CC605x
https://www.edx.org/course/a-level-mathematics-for-year-12-course-2-calculus,"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",Missing,7 Weeks,2-4 hours per week,$49 USD,ImperialX,Math,Intermediate,Missing
https://www.edx.org/course/global-shakespeares-the-merchant-module,Global Shakespeares: Re-Creating the Merchant of Venice,"Learn how performance of William Shakespeare’s The Merchant of Venice provides occasions for creative, thoughtful communication across personal, historical, and cultural boundaries on topics including language and theatricality, gender relations, and religious prejudice.",8 Weeks,3-4 hours per week,$49 USD,MITx,Literature,Introductory,None
https://www.edx.org/course/instructional-design-models,Instructional Design Models,Explore traditional and current instructional design models as you develop your own outline of an online course.,8 Weeks,8-10 hours per week,$299 USD,"USMx
UMGC",Education & Teacher Training,Intermediate,"Basic experience in word processing and G Suite. A background in teaching, education, or professional development would be helpful but not required."
https://www.edx.org/course/software-construction-object-oriented-design,Software Construction: Object-Oriented Design,Missing,6 Weeks,8-10 hours per week,$125 USD,UBCx,Computer Science,Intermediate,Missing
https://www.edx.org/course/strategic-applications-of-it-project-program-manag,Strategic Applications of IT Project & Program Management,In this course you will learn project management standards and frameworks that increase efficiency and deliver tangible business benefits.,6 Weeks,2-5 hours per week,"₹14,907",UWashingtonX,Business & Management,Introductory,None.
https://www.edx.org/course/age-of-sustainable-development,Age of Sustainable Development,"Learn the basics of sustainable development -- what it is, why it's important and how we can achieve it.",14 Weeks,4-6 hours per week,$49 USD,SDGAcademyX,Social Sciences,Intermediate,None.
https://www.edx.org/course/digital-strategy-and-action,Digital Strategy and Action,Learn how elite leaders conceive and execute strategies that drive the world’s fastest growing digital companies.,4 Weeks,4-6 hours per week,"₹14,907",BabsonX,Business & Management,Introductory,None
https://www.edx.org/course/financial-programming-and-policies-part-2-progra-2,"Financial Programming and Policies, Part 2: Program Design",Learn how to forecast macroeconomic accounts and design an economic program for a case study country.,7 Weeks,6-8 hours per week,"₹1,873",IMFx,Economics & Finance,Intermediate,"Prior knowledge or completion of Financial Programming and Policies, Part 1 is recommended."
https://www.edx.org/course/liderazgo-en-la-empresa-familiar,Liderazgo en la empresa familiar,"Aprende las dinámicas de las empresas familiares, con el fin de aplicar las habilidades, herramientas e instrumentos que implican liderar y orquestar la empresa familiar de forma exitosa.",6 Weeks,7-8 hours per week,"₹3,671",TecdeMonterreyX,Business & Management,Intermediate,Ninguno
https://www.edx.org/course/videox-creating-video-for-the-edx-platform,VideoX: Creating Video for the edX Platform,Learn the best and most efficient ways to create video content for the edX platform.,2 Weeks,2-4 hours per week,$99 USD,edX,Education & Teacher Training,Introductory,StudioX
https://www.edx.org/course/making-sense-of-climate-science-denial,Making Sense of Climate Science Denial,"Climate change is real, so why the controversy and debate? Learn to make sense of the science and to respond to climate change denial.",7 Weeks,2-4 hours per week,$59 USD,UQx,Communication,Introductory,Basic high school science recommended
https://www.edx.org/course/catalytic-conversions-for-biobased-chemicals-and-p,Catalytic Conversions for Biobased Chemicals and Products,"Design new (bio)catalytic conversion routes that allow you to use biobased feedstocks to their highest potential as building blocks for chemicals, materials and fuels.",5 Weeks,12-16 hours per week,$149 USD,WageningenX,Chemistry,Advanced,"BSc in technology, engineering (and applied) sciences. You should have at least BSc level knowledge on courses and topics such as chemistry, mathematics and process engineering"
https://www.edx.org/course/enforcing-sustainable-development,Enforcing Sustainable Development,Become a problem solver who knows how to enforce sustainable development,8 Weeks,1-2 hours per week,$45 USD,KTHx,Engineering,Introductory,Missing
https://www.edx.org/course/sustainable-food-systems-a-mediterranean-perspecti,Sustainable Food Systems: A Mediterranean Perspective,"How do we produce more, better quality, and safer food while simultaneously achieving social and environmental goals?",10 Weeks,2-4 hours per week,"₹3,671",SDGAcademyX,Food & Nutrition,Intermediate,None.
https://www.edx.org/course/building-a-cybersecurity-toolkit,Building a Cybersecurity Toolkit,Develop a set of skills and characteristics that expand beyond technical proficiency to become a successful cybersecurity professional.,6 Weeks,2-5 hours per week,$199 USD,UWashingtonX,Computer Science,Introductory,Curiosity and interest in cybersecurity
https://www.edx.org/course/portfolio-management-governance-the-pmo,"Portfolio Management, Governance, & the PMO","Learn how a Project Management Office (PMO) works, discover techniques to monitor and control projects and find out how to keep your project portfolio healthy.",6 Weeks,2-5 hours per week,$199 USD,UWashingtonX,Business & Management,Introductory,None.
https://www.edx.org/course/a-system-view-of-communications-from-signals-to-pa,A System View of Communications: From Signals to Packets (Part 1),"Explore the tradeoffs in designing communication systems like mobile phones, and the engineering tools to handle them.",7 Weeks,4-6 hours per week,$60 USD,HKUSTx,Computer Science,Introductory,None
https://www.edx.org/course/gestion-de-compras-eficientes-para-tu-empresa,Gestión de compras eficientes para tu empresa,Missing,5 Weeks,3-5 hours per week,"₹1,873",logycaX,Engineering,Introductory,Missing
https://www.edx.org/course/cities-and-the-challenge-of-sustainable-developmen,Cities and the Challenge of Sustainable Development,What is a sustainable city? Learn the basics here.,1 Weeks,1-2 hours per week,$25 USD,SDGAcademyX,Environmental Studies,Introductory,None.
https://www.edx.org/course/inspiring-and-motivating-arts-and-culture-teams,Inspiring and Motivating Arts and Culture Teams,"Learn critical leadership skills that enable you to inspire and motivate individuals and teams, specifically in arts and culture organizations.",5 Weeks,3-5 hours per week,$49 USD,MichiganX,Business & Management,Introductory,None
https://www.edx.org/course/terrorism-and-counterterrorism-an-introduction,Terrorism and Counterterrorism: An Introduction,"What is the danger of terrorism, and how can the world respond effectively? This is an abridged version of the full course.",3 Weeks,8-10 hours per week,"₹3,671",GeorgetownX,Humanities,Introductory,None
https://www.edx.org/course/introduction-to-sociology,Introduction to Sociology,"From feminism to Marxism and functionalism, this course offers a fresh perspective on sociological topics like culture, gender, sexuality, race, class and more. This course will cover topics found on the CLEP Sociology exam.",6 Weeks,4-6 hours per week,"₹10,412",UTPermianBasinX,Social Sciences,Introductory,None
https://www.edx.org/course/healthcare-finance-economics-and-risk,"Healthcare Finance, Economics and Risk","Gain the knowledge of financial systems needed to be a leader or administrator in the healthcare industry and how they impact strategic planning, quality assurance and risk management initiatives.",5 Weeks,5-10 hours per week,$199 USD,DoaneX,Economics & Finance,Intermediate,Missing
https://www.edx.org/course/theories-of-media-and-technology,Theories of Media and Technology,"Learn to apply media theory and practical, conceptual frameworks to design and digital media projects",14 Weeks,8-10 hours per week,$249 USD,NYUx,Art & Culture,Introductory,We strongly recommend taking the Integrated Digital Media MicroMasters in the following sequence:
https://www.edx.org/course/agile-mindset-introduction,Agile Mindset Introduction,"This is a brief introduction about what agile mindset is , its values and understanding how you can use agile practises at your work. This also leads the way to take the next steps on continuing your agile journey.",2 Weeks,1-5 hours per week,"₹3,671",Rolls-Royce,Data Analysis & Statistics,Introductory,Missing
https://www.edx.org/course/rise-to-leadership-become-a-ceo,Rise to Leadership: Become a CEO,Do you have what it takes to be a CEO? This courseexplores the key competencies that make the best CEOs effective leaders.,4 Weeks,4-6 hours per week,$199 USD,BabsonX,Business & Management,Intermediate,Missing
https://www.edx.org/course/marketing-your-android-apps,Marketing your Android apps,"Creating and designing marketing activities to promote, monetize and increase the number of your app users.",5 Weeks,6-8 hours per week,"₹3,671",GalileoX,Engineering,Intermediate,"This course is designed for people who want to learn about monetizing mobile applications, it is not a programming course, knowledge in mobile applications development is required to fully understand the course content."
https://www.edx.org/course/computational-neuroscience-neuronal-dynamics-of-co,Computational Neuroscience: Neuronal Dynamics of Cognition,This course explains the mathematical and computational models that are used in the field of theoretical neuroscience to analyze the collective dynamics of thousands of interacting neurons.,6 Weeks,4-6 hours per week,"₹10,412",EPFLx,Biology & Life Sciences,Advanced,"Calculus and Differential equations at the level of a bachelor in physics, math, or electrical engineering."
https://www.edx.org/course/leaders-in-global-development-5,Leaders in Global Development,"Learn key leadership skills, concepts and theories needed to be a successful leader in development.",10 Weeks,9-12 hours per week,"₹28,091",UQx,Social Sciences,Advanced,"Participants should have experience, or a strong interest in working in development. While not compulsory, it is recommended that learners have completed a bachelor degree in a relevant discipline."
